44.00
10/Sep/2025	14:53:39	8000
2.00	44.00

Channel 1	Channel 2	Channel 3	Channel 4	Channel 5	Channel 6
499626.78125	-280645.25	-517847.4375	-383069.40625	518313.59375	-363055.5625
499056.1875	-229586.71875	-517889.09375	-400379.96875	517297.5625	-404343.96875
490382.125	-172586.34375	-518221.84375	-413227.1875	517813.78125	-442992.28125
474722.25	-116848.3203125	-517542.34375	-421178.625	517566.15625	-484371.21875
450758.84375	-67491.421875	-518602.4375	-424020.15625	517508.78125	-514920.5625
421701.75	-26473.05078125	-517281.03125	-421739.03125	517626.53125	-518386.1875
388699.75	6844.7607421875	-518552.5625	-414435.15625	517396.21875	-517090.875
349559.71875	36171.62109375	-517848.71875	-402437.03125	517535.15625	-518067.6875
305421.78125	64929.35546875	-517265.78125	-386235.21875	517379.96875	-517264.9375
256391.09375	93387.71875	-520044	-366403.5	517406.53125	-517779.5
205937.9375	119840.7265625	-513802.96875	-343491.40625	517357.84375	-517456.46875
155311.46875	141335.40625	-526419.625	-318244.1875	517310.75	-517619.34375
103343.4765625	154551.265625	-467853.40625	-291547.5	517297	-517630.15625
51795.87890625	157584.0625	-289757.09375	-263954.96875	517246.8125	-517583.34375
315.545166015625	151002.953125	-96613.3671875	-236004.421875	517236.78125	-517735
-50956.36328125	137637.671875	85922.1640625	-208137.625	517251.46875	-517581.03125
-101282.7890625	121162.0234375	280415.09375	-180486.75	517324.90625	-517835.28125
-149589.484375	105330.7265625	462517.90625	-153066.625	517345.53125	-517577.84375
-195569.671875	92964.953125	526225.6875	-125817.3671875	517420.5	-517893.28125
-238485.671875	84280.2421875	513998.21875	-98620.3671875	517490.84375	-517676.875
-276524.4375	78091.2890625	519868.09375	-71233.6875	517462.90625	-517756.5625
-311361.65625	72995.5234375	517440.71875	-43603.9609375	517689.125	-518051.90625
-340798.5	66937.1640625	517738.84375	-15785.6943359375	517490.875	-517353.8125
-363200.125	57898.15234375	518639.84375	12117.2890625	517838.375	-518768.75
-380760.65625	44925.75	517258.09375	39939.7578125	517647.40625	-516606.21875
-391632.75	28848.107421875	518618.21875	67541.875	517766.03125	-520253.90625
-397134.65625	11651.0107421875	517566.71875	94537.046875	518080	-506847.75
-398493.875	-4580.91064453125	518213.34375	120587.0546875	517373.15625	-443822.84375
-395305.09375	-17977.02734375	517919.84375	145355.59375	518812.8125	-368700.90625
-390616.75	-28146.47265625	517851.09375	168486.21875	516627.625	-296308.875
-384248.75	-36556.0078125	517811.34375	189734.421875	520265.90625	-220104.765625
-377749	-45208.90234375	517534.96875	208878.984375	507188.09375	-146512.171875
-374012.90625	-56411.4296875	517515.71875	225923.390625	444846.28125	-72463.5390625
-372919.78125	-72195.359375	517314.21875	240835.328125	370381.25	-1127.69799804688
-375835.75	-92412.96875	517244.21875	253545.96875	298362.03125	68450.1953125
-383474.1875	-114105.6796875	517243.1875	264057.0625	221155.78125	135183.109375
-395416.71875	-132983.765625	517311.625	272548.125	145321.4375	199388.890625
-410151.25	-145646.8125	517476.46875	279166.21875	67445.1875	260814.453125
-430028.625	-150816.109375	517486.59375	283703.6875	-9970.2939453125	319262.625
-452389.125	-150001.96875	517738.25	286482.21875	-86178.3515625	376204.3125
-476958.71875	-147157.640625	517725.21875	287907.25	-162217.015625	428713.46875
-505681.90625	-146275.984375	517852.8125	287997.28125	-234474.484375	483447.59375
-518470.21875	-149880.109375	518145.125	287007.4375	-305918.125	517273.96875
-516845.96875	-158322.015625	517637.71875	285060.15625	-372636.71875	518167.84375
-517523.46875	-168424.046875	518467.9375	282322.8125	-436419.59375	517529.15625
-517332.375	-175551	517436.875	279052.53125	-497148.875	518260.59375
-517260.0625	-177621.125	518422.1875	275285	-520305.21875	517402.78125
-517541.25	-175566.96875	517852	271014.96875	-516954.875	518038.21875
-517342.25	-172628.40625	517533.96875	266228.875	-518383.21875	517488.96875
-517603.1875	-173422.09375	519315.46875	260959.1875	-517810.34375	517725.40625
-517571.34375	-181091.875	515206.3125	255214.328125	-517724.34375	517568.46875
-517605.21875	-195454.53125	523867.125	249078.9375	-518002.65625	517499.90625
-517782.6875	-213290.015625	463540.4375	242705.046875	-517509.15625	517540.28125
-517693.78125	-229502.453125	301968.09375	236102.8125	-517864.84375	517393.96875
-517832.1875	-239951.140625	144056.5625	229340.40625	-517502.03125	517434.53125
-517966.65625	-243876.03125	-15201.7724609375	222452.65625	-517625.78125	517343.28125
-517681.78125	-243602.390625	-171802.96875	215329.453125	-517505.90625	517323.96875
