0.00
10/Sep/2025	14:53:39	8000
2.00	0.00

Channel 1	Channel 2	Channel 3	Channel 4
-51239.61328125	144084.28125	-26467.119140625	-67933.4453125
-50284.48828125	133141.09375	-22492.646484375	-67893.5625
-51369.98046875	121231.2734375	-17620.265625	-67049.5390625
-54332.46875	108546.8984375	-12052.2646484375	-65365.26953125
-56478.35546875	95406.8359375	-6109.478515625	-62890.828125
-55236.99609375	82041.078125	-54.9184379577637	-59642.56640625
-49967.68359375	68776.2265625	5845.55029296875	-55775.03515625
-41394.140625	55916.2109375	11269.1005859375	-51350.86328125
-31404.623046875	43659.72265625	16082.6533203125	-46535.92578125
-21971.982421875	32367.119140625	20070.67578125	-41466.7890625
-13532.140625	22324.8515625	23158.53515625	-36167.125
-5126.783203125	13753.0517578125	25344.94140625	-30818.5546875
4146.21044921875	6842.4150390625	26499.7109375	-25478.48828125
14792.18359375	1579.89929199219	26569.451171875	-20191.78125
26597.169921875	-2012.99047851562	25535.392578125	-15015.669921875
38326.3125	-3798.109375	23447.40234375	-9956.8583984375
49021.06640625	-3804.32495117188	20305.197265625	-5079.3505859375
58474.70703125	-2110.8310546875	16232.99609375	-314.616424560547
66673.640625	1241.47033691406	11350.001953125	4308.203125
73788.5703125	6108.17724609375	5696.35791015625	8748.04296875
80088.4140625	12377.1279296875	-527.541931152344	13062.1494140625
85260.359375	19966.056640625	-7160.0390625	17243.080078125
88444.5625	28765.595703125	-14059.23046875	21346.0078125
89245.765625	38730.47265625	-21052.251953125	25331.78515625
87934.8203125	49841.50390625	-27964.296875	29218.3359375
84971.4453125	62012.98046875	-34694.6640625	33082.859375
80952.125	75164.6015625	-41220.1953125	36832.8671875
76058.03125	89160.5625	-47462.14453125	40382.140625
69382.8125	103870.015625	-53337.1171875	43806.23046875
59643.578125	119404.3671875	-58791.2578125	47069.16796875
46268.921875	135603.203125	-63711.50390625	50062.71484375
29936.6640625	152160.296875	-68026.1171875	52852.8046875
12382.029296875	169118.96875	-71665.8671875	55301
-4425.5966796875	186269.28125	-74538.625	57326.68359375
-19461.076171875	203418.890625	-76637.671875	58987.22265625
-33795.85546875	220578.78125	-77936.4140625	60151.75
-49899.8515625	237492.203125	-78438.5625	60727.77734375
-69717.9140625	253958.875	-78135.8828125	60668.59375
-93869.2421875	269735.5625	-77140.1484375	59892.35546875
-120644.9375	284506.1875	-75571.1953125	58340.0546875
-146404.8125	298083.5	-73435.90625	56005.88671875
-168434.3125	310206.25	-70915.5390625	52916.2734375
-186195.4375	320575.65625	-68178.3515625	49093.0859375
-201168.28125	328939.6875	-65225.60546875	44590.1953125
-216177.71875	335167.09375	-62154.625	39539.12109375
-233343.15625	339150.59375	-59044.34765625	34002.8359375
-252351.390625	340735.75	-55842.5078125	28011.470703125
-270789.4375	339817.90625	-52701.52734375	21697.029296875
-285673.5	336242.625	-49692.08203125	15157.5009765625
-295193.875	329942.15625	-46788.046875	8438.982421875
-299764.03125	320911.625	-44096.1640625	1562.48059082031
-301273.875	309159.5625	-41637.4921875	-5402.2333984375
-301816.8125	294776.40625	-39384.01171875	-12381.6611328125
-302489.90625	277764.21875	-37342.1484375	-19361.4765625
-302541.8125	258217.890625	-35477.40234375	-26282.712890625
-300347.65625	236280	-33723.08203125	-33062.015625
-294785.09375	212020.421875	-32066.744140625	-39556.7109375
-285767.40625	185587.265625	-30398.427734375	-45713.6171875
-274341.1875	157187.25	-28605.0078125	-51580.8984375
-262176.9375	127016.7578125	-26571.232421875	-57102.6015625
-250368.65625	95289.59375	-24206.99609375	-62211.0078125
-238854.46875	62287.484375	-21515.82421875	-66914.7578125
-227091.109375	28219.291015625	-18410.873046875	-71166.796875
-214228.921875	-6708.5419921875	-14891.068359375	-74891.859375
-199784.484375	-42136.44140625	-10965.7685546875	-78152.1171875
-184398.84375	-77740.703125	-6590.34130859375	-80908.9375
-169365.625	-113278.53125	-1722.1103515625	-83152.2265625
-155914.390625	-148381.75	3704.53735351562	-85022.2734375
-144810.3125	-182629.6875	9665.337890625	-86529.65625
-136367.015625	-215731.78125	16194.359375	-87665.9140625
-130070.2734375	-247378.5	23347.193359375	-88431.578125
-125252.5390625	-277218.5	30984.908203125	-88871.8828125
-121978.5703125	-305070.53125	39055.78125	-88967.140625
-120509.78125	-330691.125	47576.7265625	-88619.7421875
