4.00
10/Sep/2025	14:53:39	8000
2.00	4.00

Channel 1	Channel 2	Channel 3	Channel 4	Channel 5	Channel 6	Channel 7	Channel 8	Channel 9	Channel 10	Channel 11	Channel 12
-516167.28125	-523535.46875	30806.728515625	56180.8359375	-241.138366699219	-988.032409667969	132.951263427734	-283.354736328125	-113.042289733887	-579.480529785156	-42.2499885559082	-139.450881958008
-517390.75	-522714.96875	50324.37890625	76029.46875	-229.237319946289	-958.167541503906	108.769607543945	-307.732086181641	-87.2824020385742	-580.730651855469	-42.8895874023438	-121.110977172852
-515835.09375	-523256.8125	72009.9921875	97472.3359375	-248.898254394531	-917.094848632812	121.396026611328	-284.518005371094	-19.854959487915	-575.819152832031	16.2059898376465	-97.9812164306641
-517029.84375	-522892.90625	94303.3046875	127021.96875	-251.991027832031	-931.898010253906	116.810150146484	-304.273406982422	-4.63482284545898	-615.919799804688	21.368335723877	-107.027572631836
-516158.65625	-522795.4375	116534.203125	165252.171875	-248.3994140625	-881.480041503906	75.646728515625	-325.799865722656	4.96769428253174	-618.264831542969	26.9811305999756	-123.494369506836
-515823.09375	-522999.65625	137654.84375	206233.359375	-232.310287475586	-789.588073730469	34.2806854248047	-322.418792724609	40.3391952514648	-567.322143554688	35.9345436096191	-107.392112731934
-515836.96875	-522908.75	157328.671875	243350.453125	-287.938385009766	-734.121215820312	-10.3803510665894	-323.96875	75.4916305541992	-575.326965332031	32.0005569458008	-102.682319641113
-515836.96875	-522999.96875	175413.578125	274296.1875	-364.691162109375	-616.801696777344	-31.6820945739746	-313.419097900391	116.167266845703	-584.000854492188	69.7176284790039	-109.57820892334
-515836.96875	-523278.375	191313.171875	301788.28125	-369.841888427734	-509.249633789062	-83.7412567138672	-303.345245361328	100.006713867188	-546.792907714844	92.4153671264648	-127.442573547363
-515833.90625	-522692.90625	205829.6875	330406.6875	-460.055023193359	-451.471740722656	-108.873832702637	-309.907836914062	68.8203277587891	-506.156463623047	98.7627716064453	-131.612274169922
